type_of_service,actual_year,actual_year,actual_year_month,vessel_country_code,count,row_num,country_name
Container Yard,2020,2020,2020-03,MH,17648,9,Marshall Islands
Container Yard,2020,2020,2020-03,PT,16113,10,Portugal
Container Yard,2020,2020,2020-04,PA,138246,1,Panama
Container Yard,2020,2020,2020-04,LR,126655,2,Liberia
Container Yard,2020,2020,2020-04,SG,45206,3,Singapore
Container Yard,2020,2020,2020-04,HK,43689,4,Hong Kong
Container Yard,2020,2020,2020-04,US,40655,5,United States
Container Yard,2020,2020,2020-04,DK,39601,6,Denmark
Container Yard,2020,2020,2020-04,MH,33576,7,Marshall Islands
Container Yard,2020,2020,2020-04,MT,24776,8,Malta
Container Yard,2020,2020,2020-04,GB,20779,9,United Kingdom
Container Yard,2020,2020,2020-04,DE,20500,10,Germany
Container Yard,2020,2020,2020-05,LR,119078,1,Liberia
Container Yard,2020,2020,2020-05,PA,115446,2,Panama
Container Yard,2020,2020,2020-05,HK,71811,3,Hong Kong
Container Yard,2020,2020,2020-05,SG,60481,4,Singapore
Container Yard,2020,2020,2020-05,US,37096,5,United States
Container Yard,2020,2020,2020-05,DE,24536,6,Germany
Container Yard,2020,2020,2020-05,DK,23490,7,Denmark
Container Yard,2020,2020,2020-05,MT,23357,8,Malta
Container Yard,2020,2020,2020-05,JP,21554,9,Japan
Container Yard,2020,2020,2020-05,MH,21299,10,Marshall Islands
Container Yard,2020,2020,2020-06,PA,146582,1,Panama
Container Yard,2020,2020,2020-06,HK,95496,2,Hong Kong
Container Yard,2020,2020,2020-06,LR,92669,3,Liberia
Container Yard,2020,2020,2020-06,SG,51958,4,Singapore
Container Yard,2020,2020,2020-06,DK,50675,5,Denmark
Container Yard,2020,2020,2020-06,US,44764,6,United States
Container Yard,2020,2020,2020-06,DE,38467,7,Germany
Container Yard,2020,2020,2020-06,GB,31134,8,United Kingdom
Container Yard,2020,2020,2020-06,MH,24221,9,Marshall Islands
Container Yard,2020,2020,2020-06,JP,23228,10,Japan
Container Yard,2020,2020,2020-07,PA,153526,1,Panama
Container Yard,2020,2020,2020-07,LR,119630,2,Liberia
Container Yard,2020,2020,2020-07,HK,87356,3,Hong Kong
Container Yard,2020,2020,2020-07,DK,62224,4,Denmark
Container Yard,2020,2020,2020-07,SG,56849,5,Singapore
Container Yard,2020,2020,2020-07,US,49743,6,United States
Container Yard,2020,2020,2020-07,MT,36588,7,Malta
Container Yard,2020,2020,2020-07,GB,35937,8,United Kingdom
Container Yard,2020,2020,2020-07,MH,29349,9,Marshall Islands
Container Yard,2020,2020,2020-07,DE,27903,10,Germany
Container Yard,2020,2020,2020-08,PA,144317,1,Panama
Container Yard,2020,2020,2020-08,LR,125028,2,Liberia
Container Yard,2020,2020,2020-08,HK,87388,3,Hong Kong
Container Yard,2020,2020,2020-08,US,64032,4,United States
Container Yard,2020,2020,2020-08,SG,62689,5,Singapore
Container Yard,2020,2020,2020-08,MH,50328,6,Marshall Islands
Container Yard,2020,2020,2020-08,DK,48901,7,Denmark
Container Yard,2020,2020,2020-08,DE,47069,8,Germany
Container Yard,2020,2020,2020-08,GB,38910,9,United Kingdom
Container Yard,2020,2020,2020-08,MT,35860,10,Malta
Container Yard,2020,2020,2020-09,PA,141143,1,Panama
Container Yard,2020,2020,2020-09,LR,96720,2,Liberia
Container Yard,2020,2020,2020-09,HK,70992,3,Hong Kong
Container Yard,2020,2020,2020-09,SG,61799,4,Singapore
Container Yard,2020,2020,2020-09,US,57432,5,United States
Container Yard,2020,2020,2020-09,DK,33211,6,Denmark
Container Yard,2020,2020,2020-09,PT,32807,7,Portugal
Container Yard,2020,2020,2020-09,MH,25663,8,Marshall Islands
Container Yard,2020,2020,2020-09,GB,23020,9,United Kingdom
Container Yard,2020,2020,2020-09,TW,21930,10,Taiwan
Headload or Devanning,2018,2018,2018-01,PA,84,1,Panama
Headload or Devanning,2018,2018,2018-01,LR,13,2,Liberia
Headload or Devanning,2018,2018,2018-01,HK,6,3,Hong Kong
Headload or Devanning,2018,2018,2018-01,US,6,4,United States
Headload or Devanning,2018,2018,2018-01,MT,3,5,Malta
Headload or Devanning,2018,2018,2018-01,SG,2,6,Singapore
Headload or Devanning,2018,2018,2018-01,MH,2,7,Marshall Islands
Headload or Devanning,2018,2018,2018-02,PA,67,1,Panama
Headload or Devanning,2018,2018,2018-02,SG,4,2,Singapore
Headload or Devanning,2018,2018,2018-02,US,3,3,United States
Headload or Devanning,2018,2018,2018-02,CN,2,4,China
Headload or Devanning,2018,2018,2018-03,LR,12,1,Liberia
Headload or Devanning,2018,2018,2018-03,PT,10,2,Portugal
Headload or Devanning,2018,2018,2018-03,PA,9,3,Panama
Headload or Devanning,2018,2018,2018-03,DE,5,4,Germany
Headload or Devanning,2018,2018,2018-03,MT,2,5,Malta
Headload or Devanning,2018,2018,2018-03,SG,2,6,Singapore
Headload or Devanning,2018,2018,2018-04,PA,36,1,Panama
Headload or Devanning,2018,2018,2018-04,PT,21,2,Portugal
Headload or Devanning,2018,2018,2018-04,LR,18,3,Liberia
Headload or Devanning,2018,2018,2018-04,SG,11,4,Singapore
Headload or Devanning,2018,2018,2018-04,HK,8,5,Hong Kong
Headload or Devanning,2018,2018,2018-04,FR,4,6,France
Headload or Devanning,2018,2018,2018-04,MT,2,7,Malta
Headload or Devanning,2018,2018,2018-04,CY,1,8,Cyprus
Headload or Devanning,2018,2018,2018-05,PA,29,1,Panama
Headload or Devanning,2018,2018,2018-05,LR,11,2,Liberia
Headload or Devanning,2018,2018,2018-05,FR,6,3,France
Headload or Devanning,2018,2018,2018-05,SG,5,4,Singapore
Headload or Devanning,2018,2018,2018-05,MT,4,5,Malta
Headload or Devanning,2018,2018,2018-05,US,4,6,United States
Headload or Devanning,2018,2018,2018-05,IT,4,7,Italy
Headload or Devanning,2018,2018,2018-05,BS,3,8,Bahamas
Headload or Devanning,2018,2018,2018-05,GB,2,9,United Kingdom
Headload or Devanning,2018,2018,2018-05,PT,2,10,Portugal
Headload or Devanning,2018,2018,2018-06,SG,19,1,Singapore
Headload or Devanning,2018,2018,2018-06,PA,11,2,Panama
Headload or Devanning,2018,2018,2018-06,GB,9,3,United Kingdom
Headload or Devanning,2018,2018,2018-06,HK,7,4,Hong Kong
Headload or Devanning,2018,2018,2018-06,TW,6,5,Taiwan
Headload or Devanning,2018,2018,2018-06,LR,2,6,Liberia
Headload or Devanning,2018,2018,2018-06,US,2,7,United States
Headload or Devanning,2018,2018,2018-06,LS,1,8,Lesotho
Headload or Devanning,2018,2018,2018-07,PA,55,1,Panama
Headload or Devanning,2018,2018,2018-07,SG,16,2,Singapore
Headload or Devanning,2018,2018,2018-07,LR,14,3,Liberia
Headload or Devanning,2018,2018,2018-07,HK,14,4,Hong Kong
Headload or Devanning,2018,2018,2018-07,US,13,5,United States
Headload or Devanning,2018,2018,2018-07,TW,13,6,Taiwan
Headload or Devanning,2018,2018,2018-07,DE,4,7,Germany
Headload or Devanning,2018,2018,2018-07,FR,3,8,France
Headload or Devanning,2018,2018,2018-07,MH,3,9,Marshall Islands
Headload or Devanning,2018,2018,2018-08,SG,33,1,Singapore
Headload or Devanning,2018,2018,2018-08,PA,33,2,Panama
Headload or Devanning,2018,2018,2018-08,LR,17,3,Liberia
Headload or Devanning,2018,2018,2018-08,DE,13,4,Germany
Headload or Devanning,2018,2018,2018-08,BS,11,5,Bahamas
Headload or Devanning,2018,2018,2018-08,HK,11,6,Hong Kong
Headload or Devanning,2018,2018,2018-08,MT,6,7,Malta
Headload or Devanning,2018,2018,2018-08,MH,3,8,Marshall Islands
Headload or Devanning,2018,2018,2018-09,PA,27,1,Panama
Headload or Devanning,2018,2018,2018-09,LR,21,2,Liberia
Headload or Devanning,2018,2018,2018-09,MT,7,3,Malta
Headload or Devanning,2018,2018,2018-09,PT,6,4,Portugal
Headload or Devanning,2018,2018,2018-09,GR,5,5,Greece
Headload or Devanning,2018,2018,2018-09,SG,4,6,Singapore
Headload or Devanning,2018,2018,2018-09,DK,4,7,Denmark
Headload or Devanning,2018,2018,2018-09,GB,4,8,United Kingdom
Headload or Devanning,2018,2018,2018-10,LR,25,1,Liberia
Headload or Devanning,2018,2018,2018-10,PA,14,2,Panama
Headload or Devanning,2018,2018,2018-10,GB,14,3,United Kingdom
Headload or Devanning,2018,2018,2018-10,HK,9,4,Hong Kong
Headload or Devanning,2018,2018,2018-10,DE,8,5,Germany
Headload or Devanning,2018,2018,2018-10,SG,8,6,Singapore
Headload or Devanning,2018,2018,2018-10,US,7,7,United States
Headload or Devanning,2018,2018,2018-10,MH,1,8,Marshall Islands
Headload or Devanning,2018,2018,2018-10,JP,1,9,Japan
Headload or Devanning,2018,2018,2018-11,PA,27,1,Panama
Headload or Devanning,2018,2018,2018-11,GB,19,2,United Kingdom
Headload or Devanning,2018,2018,2018-11,SG,12,3,Singapore
Headload or Devanning,2018,2018,2018-11,HK,12,4,Hong Kong
Headload or Devanning,2018,2018,2018-11,US,10,5,United States
Headload or Devanning,2018,2018,2018-11,LR,6,6,Liberia
Headload or Devanning,2018,2018,2018-11,BS,4,7,Bahamas
Headload or Devanning,2018,2018,2018-11,CY,2,8,Cyprus
Headload or Devanning,2018,2018,2018-12,LR,61,1,Liberia
Headload or Devanning,2018,2018,2018-12,PA,37,2,Panama
Headload or Devanning,2018,2018,2018-12,SG,13,3,Singapore
Headload or Devanning,2018,2018,2018-12,US,12,4,United States
Headload or Devanning,2018,2018,2018-12,GB,11,5,United Kingdom
Headload or Devanning,2018,2018,2018-12,MT,6,6,Malta
Headload or Devanning,2018,2018,2018-12,KR,2,7,South Korea
Headload or Devanning,2018,2018,2018-12,DE,2,8,Germany
Headload or Devanning,2018,2018,2018-12,BB,1,9,Barbados
Headload or Devanning,2019,2019,2019-01,PA,56,1,Panama
Headload or Devanning,2019,2019,2019-01,US,15,2,United States
Headload or Devanning,2019,2019,2019-01,MH,13,3,Marshall Islands
Headload or Devanning,2019,2019,2019-01,BS,8,4,Bahamas
Headload or Devanning,2019,2019,2019-01,PT,6,5,Portugal
Headload or Devanning,2019,2019,2019-01,GB,4,6,United Kingdom
Headload or Devanning,2019,2019,2019-01,SG,4,7,Singapore
Headload or Devanning,2019,2019,2019-01,KR,3,8,South Korea
Headload or Devanning,2019,2019,2019-01,MT,3,9,Malta
Headload or Devanning,2019,2019,2019-01,FR,2,10,France
Headload or Devanning,2019,2019,2019-02,PA,61,1,Panama
Headload or Devanning,2019,2019,2019-02,GB,29,2,United Kingdom
Headload or Devanning,2019,2019,2019-02,LR,12,3,Liberia
Headload or Devanning,2019,2019,2019-02,MT,6,4,Malta
Headload or Devanning,2019,2019,2019-02,HK,4,5,Hong Kong
Headload or Devanning,2019,2019,2019-02,JP,4,6,Japan
Headload or Devanning,2019,2019,2019-02,TW,3,7,Taiwan
Headload or Devanning,2019,2019,2019-02,US,2,8,United States
Headload or Devanning,2019,2019,2019-03,PA,34,1,Panama
Headload or Devanning,2019,2019,2019-03,HK,8,2,Hong Kong
Headload or Devanning,2019,2019,2019-03,GB,6,3,United Kingdom
Headload or Devanning,2019,2019,2019-03,PT,4,4,Portugal
Headload or Devanning,2019,2019,2019-03,CY,2,5,Cyprus
Headload or Devanning,2019,2019,2019-03,LR,1,6,Liberia
Headload or Devanning,2019,2019,2019-03,BM,1,7,Bermuda
Headload or Devanning,2019,2019,2019-04,PA,31,1,Panama
Headload or Devanning,2019,2019,2019-04,PT,14,2,Portugal
Headload or Devanning,2019,2019,2019-04,SG,11,3,Singapore
Headload or Devanning,2019,2019,2019-04,US,6,4,United States
Headload or Devanning,2019,2019,2019-04,LR,5,5,Liberia
Headload or Devanning,2019,2019,2019-04,GB,4,6,United Kingdom
Headload or Devanning,2019,2019,2019-04,MT,4,7,Malta
Headload or Devanning,2019,2019,2019-04,FR,3,8,France
Headload or Devanning,2019,2019,2019-04,MH,1,9,Marshall Islands
Headload or Devanning,2019,2019,2019-05,PA,25,1,Panama
Headload or Devanning,2019,2019,2019-05,SG,9,2,Singapore
Headload or Devanning,2019,2019,2019-05,MT,8,3,Malta
Headload or Devanning,2019,2019,2019-05,MH,7,4,Marshall Islands
Headload or Devanning,2019,2019,2019-05,FR,4,5,France
Headload or Devanning,2019,2019,2019-05,GB,3,6,United Kingdom
Headload or Devanning,2019,2019,2019-05,CL,2,7,Chile
Headload or Devanning,2019,2019,2019-05,US,2,8,United States
Headload or Devanning,2019,2019,2019-05,HK,1,9,Hong Kong
Headload or Devanning,2019,2019,2019-06,TW,12,1,Taiwan
Headload or Devanning,2019,2019,2019-06,PA,10,2,Panama
Headload or Devanning,2019,2019,2019-06,LR,9,3,Liberia
Headload or Devanning,2019,2019,2019-06,HK,9,4,Hong Kong
Headload or Devanning,2019,2019,2019-06,SG,7,5,Singapore
Headload or Devanning,2019,2019,2019-06,US,6,6,United States
Headload or Devanning,2019,2019,2019-06,GB,5,7,United Kingdom
Headload or Devanning,2019,2019,2019-06,MT,3,8,Malta
Headload or Devanning,2019,2019,2019-06,DE,3,9,Germany
Headload or Devanning,2019,2019,2019-06,GE,1,10,Georgia
Headload or Devanning,2019,2019,2019-07,MH,12,1,Marshall Islands
Headload or Devanning,2019,2019,2019-07,DE,9,2,Germany
Headload or Devanning,2019,2019,2019-07,FR,8,3,France
Headload or Devanning,2019,2019,2019-07,GB,7,4,United Kingdom
Headload or Devanning,2019,2019,2019-07,SG,6,5,Singapore
Headload or Devanning,2019,2019,2019-07,LR,5,6,Liberia
Headload or Devanning,2019,2019,2019-07,HK,5,7,Hong Kong
Headload or Devanning,2019,2019,2019-07,US,4,8,United States
Headload or Devanning,2019,2019,2019-07,PT,2,9,Portugal
Headload or Devanning,2019,2019,2019-08,PA,22,1,Panama
Headload or Devanning,2019,2019,2019-08,SG,13,2,Singapore
Headload or Devanning,2019,2019,2019-08,LR,9,3,Liberia
Headload or Devanning,2019,2019,2019-08,US,7,4,United States
Headload or Devanning,2019,2019,2019-08,DE,7,5,Germany
Headload or Devanning,2019,2019,2019-08,HK,5,6,Hong Kong
Headload or Devanning,2019,2019,2019-08,JP,4,7,Japan
Headload or Devanning,2019,2019,2019-08,MH,4,8,Marshall Islands
Headload or Devanning,2019,2019,2019-08,PT,3,9,Portugal
Headload or Devanning,2019,2019,2019-08,FR,2,10,France
Headload or Devanning,2019,2019,2019-09,DK,17,1,Denmark
Headload or Devanning,2019,2019,2019-09,PA,15,2,Panama
Headload or Devanning,2019,2019,2019-09,MH,9,3,Marshall Islands
Headload or Devanning,2019,2019,2019-09,US,6,4,United States
Headload or Devanning,2019,2019,2019-09,DE,5,5,Germany
Headload or Devanning,2019,2019,2019-09,HK,5,6,Hong Kong
Headload or Devanning,2019,2019,2019-09,MT,4,7,Malta
Headload or Devanning,2019,2019,2019-09,SG,4,8,Singapore
Headload or Devanning,2019,2019,2019-09,LR,4,9,Liberia
Headload or Devanning,2019,2019,2019-09,GB,3,10,United Kingdom
Headload or Devanning,2019,2019,2019-10,TW,11,1,Taiwan
Headload or Devanning,2019,2019,2019-10,MH,7,2,Marshall Islands
Headload or Devanning,2019,2019,2019-10,LR,5,3,Liberia
Headload or Devanning,2019,2019,2019-10,GB,4,4,United Kingdom
Headload or Devanning,2019,2019,2019-10,US,4,5,United States
Headload or Devanning,2019,2019,2019-10,PA,2,6,Panama
Headload or Devanning,2019,2019,2019-10,FR,2,7,France
Headload or Devanning,2019,2019,2019-10,PT,1,8,Portugal
Headload or Devanning,2019,2019,2019-11,PA,33,1,Panama
Headload or Devanning,2019,2019,2019-11,LR,28,2,Liberia
Headload or Devanning,2019,2019,2019-11,FR,8,3,France
Headload or Devanning,2019,2019,2019-11,GB,5,4,United Kingdom
Headload or Devanning,2019,2019,2019-12,LR,32,1,Liberia
Headload or Devanning,2019,2019,2019-12,HK,4,2,Hong Kong
Headload or Devanning,2019,2019,2019-12,FR,4,3,France
Headload or Devanning,2019,2019,2019-12,US,4,4,United States
Headload or Devanning,2019,2019,2019-12,MT,2,5,Malta
Headload or Devanning,2020,2020,2020-01,FR,4,1,France
Headload or Devanning,2020,2020,2020-01,US,2,2,United States
Headload or Devanning,2020,2020,2020-01,GB,2,3,United Kingdom
Headload or Devanning,2020,2020,2020-02,TW,21,1,Taiwan
Headload or Devanning,2020,2020,2020-02,FR,5,2,France
Headload or Devanning,2020,2020,2020-02,PA,4,3,Panama
Headload or Devanning,2020,2020,2020-02,US,2,4,United States
Headload or Devanning,2020,2020,2020-02,GB,2,5,United Kingdom
Headload or Devanning,2020,2020,2020-02,MT,1,6,Malta
Headload or Devanning,2020,2020,2020-02,KR,1,7,South Korea
Headload or Devanning,2020,2020,2020-03,PA,31,1,Panama
Headload or Devanning,2020,2020,2020-03,LR,5,2,Liberia
Headload or Devanning,2020,2020,2020-03,GB,2,3,United Kingdom
Headload or Devanning,2020,2020,2020-03,PT,1,4,Portugal
Headload or Devanning,2020,2020,2020-03,MT,1,5,Malta
Headload or Devanning,2020,2020,2020-04,LR,40,1,Liberia
Headload or Devanning,2020,2020,2020-04,HK,20,2,Hong Kong
Headload or Devanning,2020,2020,2020-04,PA,12,3,Panama
Headload or Devanning,2020,2020,2020-04,GB,7,4,United Kingdom
Headload or Devanning,2020,2020,2020-04,DK,5,5,Denmark
Headload or Devanning,2020,2020,2020-04,US,4,6,United States
Headload or Devanning,2020,2020,2020-04,DE,4,7,Germany
Headload or Devanning,2020,2020,2020-04,TW,2,8,Taiwan
Headload or Devanning,2020,2020,2020-04,MH,2,9,Marshall Islands
Headload or Devanning,2020,2020,2020-04,PT,2,10,Portugal
Headload or Devanning,2020,2020,2020-05,PA,68,1,Panama
Headload or Devanning,2020,2020,2020-05,LR,67,2,Liberia
Headload or Devanning,2020,2020,2020-05,HK,31,3,Hong Kong
Headload or Devanning,2020,2020,2020-05,JP,25,4,Japan
Headload or Devanning,2020,2020,2020-05,MH,6,5,Marshall Islands
Headload or Devanning,2020,2020,2020-05,MT,4,6,Malta
Headload or Devanning,2020,2020,2020-05,DE,4,7,Germany
Headload or Devanning,2020,2020,2020-05,US,3,8,United States
Headload or Devanning,2020,2020,2020-05,TW,3,9,Taiwan
Headload or Devanning,2020,2020,2020-06,HK,26,1,Hong Kong
Headload or Devanning,2020,2020,2020-06,GB,22,2,United Kingdom
Headload or Devanning,2020,2020,2020-06,JP,7,3,Japan
Headload or Devanning,2020,2020,2020-06,DK,4,4,Denmark
Headload or Devanning,2020,2020,2020-06,PA,4,5,Panama
Headload or Devanning,2020,2020,2020-06,MT,3,6,Malta
Headload or Devanning,2020,2020,2020-06,LR,3,7,Liberia
Headload or Devanning,2020,2020,2020-06,IL,2,8,Israel
Headload or Devanning,2020,2020,2020-06,CN,2,9,China
Headload or Devanning,2020,2020,2020-06,DE,1,10,Germany
Headload or Devanning,2020,2020,2020-07,LR,34,1,Liberia
Headload or Devanning,2020,2020,2020-07,PA,22,2,Panama
Headload or Devanning,2020,2020,2020-07,GB,22,3,United Kingdom
Headload or Devanning,2020,2020,2020-07,MT,16,4,Malta
Headload or Devanning,2020,2020,2020-07,GR,13,5,Greece
Headload or Devanning,2020,2020,2020-07,TW,7,6,Taiwan
Headload or Devanning,2020,2020,2020-07,JP,3,7,Japan
Headload or Devanning,2020,2020,2020-07,FR,3,8,France
Headload or Devanning,2020,2020,2020-07,HK,2,9,Hong Kong
Headload or Devanning,2020,2020,2020-07,DK,2,10,Denmark
Headload or Devanning,2020,2020,2020-08,HK,99,1,Hong Kong
Headload or Devanning,2020,2020,2020-08,PA,40,2,Panama
Headload or Devanning,2020,2020,2020-08,MH,16,3,Marshall Islands
Headload or Devanning,2020,2020,2020-08,PT,11,4,Portugal
Headload or Devanning,2020,2020,2020-08,MT,7,5,Malta
Headload or Devanning,2020,2020,2020-08,LR,7,6,Liberia
Headload or Devanning,2020,2020,2020-08,JP,5,7,Japan
Headload or Devanning,2020,2020,2020-08,DE,3,8,Germany
Headload or Devanning,2020,2020,2020-08,DK,2,9,Denmark
Headload or Devanning,2020,2020,2020-08,US,2,10,United States
Headload or Devanning,2020,2020,2020-09,LR,31,1,Liberia
Headload or Devanning,2020,2020,2020-09,SG,22,2,Singapore
Headload or Devanning,2020,2020,2020-09,PA,18,3,Panama
Headload or Devanning,2020,2020,2020-09,BS,9,4,Bahamas
Headload or Devanning,2020,2020,2020-09,MH,4,5,Marshall Islands
Headload or Devanning,2020,2020,2020-09,TW,1,6,Taiwan
Headload or Devanning,2020,2020,2020-09,DK,1,7,Denmark
House to House,2018,2018,2018-01,HK,200847,1,Hong Kong
House to House,2018,2018,2018-01,PA,177567,2,Panama
House to House,2018,2018,2018-01,LR,126920,3,Liberia
House to House,2018,2018,2018-01,SG,80736,4,Singapore
House to House,2018,2018,2018-01,GB,63932,5,United Kingdom
House to House,2018,2018,2018-01,PT,42310,6,Portugal
House to House,2018,2018,2018-01,MT,41038,7,Malta
House to House,2018,2018,2018-01,DE,33042,8,Germany
House to House,2018,2018,2018-01,MH,31134,9,Marshall Islands
House to House,2018,2018,2018-01,DK,22475,10,Denmark
House to House,2018,2018,2018-02,PA,187814,1,Panama
House to House,2018,2018,2018-02,HK,162423,2,Hong Kong
House to House,2018,2018,2018-02,SG,113471,3,Singapore
House to House,2018,2018,2018-02,LR,111060,4,Liberia
House to House,2018,2018,2018-02,GB,55746,5,United Kingdom
House to House,2018,2018,2018-02,MT,49590,6,Malta
House to House,2018,2018,2018-02,PT,42657,7,Portugal
House to House,2018,2018,2018-02,DE,40743,8,Germany
House to House,2018,2018,2018-02,DK,32394,9,Denmark
House to House,2018,2018,2018-02,TW,30868,10,Taiwan
House to House,2018,2018,2018-03,HK,182642,1,Hong Kong
House to House,2018,2018,2018-03,PA,153202,2,Panama
House to House,2018,2018,2018-03,LR,127302,3,Liberia
House to House,2018,2018,2018-03,SG,75288,4,Singapore
House to House,2018,2018,2018-03,MT,58178,5,Malta
House to House,2018,2018,2018-03,PT,51310,6,Portugal
House to House,2018,2018,2018-03,DE,49385,7,Germany
House to House,2018,2018,2018-03,GB,38146,8,United Kingdom
House to House,2018,2018,2018-03,MH,33583,9,Marshall Islands
House to House,2018,2018,2018-03,US,33442,10,United States
House to House,2018,2018,2018-04,PA,196101,1,Panama
House to House,2018,2018,2018-04,HK,175826,2,Hong Kong
House to House,2018,2018,2018-04,LR,116921,3,Liberia
House to House,2018,2018,2018-04,SG,104552,4,Singapore
House to House,2018,2018,2018-04,PT,66296,5,Portugal
House to House,2018,2018,2018-04,GB,54773,6,United Kingdom
House to House,2018,2018,2018-04,MT,47463,7,Malta
House to House,2018,2018,2018-04,TW,33830,8,Taiwan
House to House,2018,2018,2018-04,US,32575,9,United States
House to House,2018,2018,2018-04,DE,31315,10,Germany
House to House,2018,2018,2018-05,HK,219814,1,Hong Kong
House to House,2018,2018,2018-05,PA,189123,2,Panama
House to House,2018,2018,2018-05,SG,152416,3,Singapore
House to House,2018,2018,2018-05,LR,133845,4,Liberia
House to House,2018,2018,2018-05,GB,85838,5,United Kingdom
House to House,2018,2018,2018-05,DE,46434,6,Germany
House to House,2018,2018,2018-05,DK,44054,7,Denmark
House to House,2018,2018,2018-05,MT,41650,8,Malta
House to House,2018,2018,2018-05,PT,40156,9,Portugal
House to House,2018,2018,2018-05,US,33597,10,United States
House to House,2018,2018,2018-06,SG,235161,1,Singapore
House to House,2018,2018,2018-06,HK,191140,2,Hong Kong
House to House,2018,2018,2018-06,PA,166027,3,Panama
House to House,2018,2018,2018-06,LR,123374,4,Liberia
House to House,2018,2018,2018-06,GB,103011,5,United Kingdom
House to House,2018,2018,2018-06,MT,49947,6,Malta
House to House,2018,2018,2018-06,DE,48889,7,Germany
House to House,2018,2018,2018-06,PT,39200,8,Portugal
House to House,2018,2018,2018-06,DK,34722,9,Denmark
House to House,2018,2018,2018-06,TW,31807,10,Taiwan
House to House,2018,2018,2018-07,PA,187989,1,Panama
House to House,2018,2018,2018-07,HK,168641,2,Hong Kong
House to House,2018,2018,2018-07,LR,133431,3,Liberia
House to House,2018,2018,2018-07,SG,132752,4,Singapore
House to House,2018,2018,2018-07,GB,89527,5,United Kingdom
House to House,2018,2018,2018-07,DE,47205,6,Germany
House to House,2018,2018,2018-07,MT,45076,7,Malta
House to House,2018,2018,2018-07,DK,41143,8,Denmark
House to House,2018,2018,2018-07,US,38167,9,United States
House to House,2018,2018,2018-07,TW,36116,10,Taiwan
House to House,2018,2018,2018-08,HK,192676,1,Hong Kong
House to House,2018,2018,2018-08,PA,158432,2,Panama
House to House,2018,2018,2018-08,LR,136460,3,Liberia
House to House,2018,2018,2018-08,SG,102939,4,Singapore
House to House,2018,2018,2018-08,GB,59192,5,United Kingdom
House to House,2018,2018,2018-08,DE,57339,6,Germany
House to House,2018,2018,2018-08,MT,50450,7,Malta
House to House,2018,2018,2018-08,PT,43063,8,Portugal
House to House,2018,2018,2018-08,MH,34947,9,Marshall Islands
House to House,2018,2018,2018-08,US,34809,10,United States
House to House,2018,2018,2018-09,HK,202914,1,Hong Kong
House to House,2018,2018,2018-09,PA,191549,2,Panama
House to House,2018,2018,2018-09,LR,118947,3,Liberia
House to House,2018,2018,2018-09,SG,113412,4,Singapore
House to House,2018,2018,2018-09,GB,59164,5,United Kingdom
House to House,2018,2018,2018-09,MT,44401,6,Malta
House to House,2018,2018,2018-09,DE,39933,7,Germany
House to House,2018,2018,2018-09,US,31256,8,United States
House to House,2018,2018,2018-09,TW,28714,9,Taiwan
House to House,2018,2018,2018-09,DK,25322,10,Denmark
House to House,2018,2018,2018-10,PA,217703,1,Panama
House to House,2018,2018,2018-10,HK,209683,2,Hong Kong
House to House,2018,2018,2018-10,LR,145403,3,Liberia
House to House,2018,2018,2018-10,SG,96509,4,Singapore
House to House,2018,2018,2018-10,GB,83791,5,United Kingdom
House to House,2018,2018,2018-10,DE,54409,6,Germany
House to House,2018,2018,2018-10,PT,42111,7,Portugal
House to House,2018,2018,2018-10,MT,40972,8,Malta
House to House,2018,2018,2018-10,DK,33060,9,Denmark
House to House,2018,2018,2018-10,TW,31473,10,Taiwan
House to House,2018,2018,2018-11,HK,198865,1,Hong Kong
House to House,2018,2018,2018-11,PA,182797,2,Panama
House to House,2018,2018,2018-11,LR,125795,3,Liberia
House to House,2018,2018,2018-11,GB,79717,4,United Kingdom
House to House,2018,2018,2018-11,SG,78954,5,Singapore
House to House,2018,2018,2018-11,MT,47089,6,Malta
House to House,2018,2018,2018-11,DE,41141,7,Germany
House to House,2018,2018,2018-11,DK,35546,8,Denmark
House to House,2018,2018,2018-11,PT,32856,9,Portugal
House to House,2018,2018,2018-11,US,29400,10,United States
House to House,2018,2018,2018-12,PA,200416,1,Panama
House to House,2018,2018,2018-12,HK,195709,2,Hong Kong
House to House,2018,2018,2018-12,LR,127059,3,Liberia
House to House,2018,2018,2018-12,SG,115241,4,Singapore
House to House,2018,2018,2018-12,GB,67766,5,United Kingdom
House to House,2018,2018,2018-12,MT,44460,6,Malta
House to House,2018,2018,2018-12,DE,40677,7,Germany
House to House,2018,2018,2018-12,PT,38824,8,Portugal
House to House,2018,2018,2018-12,DK,37155,9,Denmark
House to House,2018,2018,2018-12,TW,28454,10,Taiwan
House to House,2019,2019,2019-01,HK,209388,1,Hong Kong
House to House,2019,2019,2019-01,PA,183420,2,Panama
House to House,2019,2019,2019-01,LR,133976,3,Liberia
House to House,2019,2019,2019-01,SG,83810,4,Singapore
House to House,2019,2019,2019-01,GB,69993,5,United Kingdom
House to House,2019,2019,2019-01,DE,61886,6,Germany
House to House,2019,2019,2019-01,MT,43205,7,Malta
House to House,2019,2019,2019-01,PT,39269,8,Portugal
House to House,2019,2019,2019-01,MH,32773,9,Marshall Islands
House to House,2019,2019,2019-01,DK,27895,10,Denmark
House to House,2019,2019,2019-02,PA,183562,1,Panama
