type_of_service,actual_year,actual_year,actual_year_month,vessel_country_code,count,row_num,country_name
Roll on Roll Off,2018,2018,2018-10,NO,4,5,Norway
Roll on Roll Off,2018,2018,2018-10,SA,2,6,Saudi Arabia
Roll on Roll Off,2018,2018,2018-10,SG,2,7,Singapore
Roll on Roll Off,2018,2018,2018-10,GB,1,8,United Kingdom
Roll on Roll Off,2018,2018,2018-10,SE,1,9,Sweden
Roll on Roll Off,2018,2018,2018-10,MT,1,10,Malta
Roll on Roll Off,2018,2018,2018-11,US,325,1,United States
Roll on Roll Off,2018,2018,2018-11,TG,39,2,Togo
Roll on Roll Off,2018,2018,2018-11,VU,33,3,Vanuatu
Roll on Roll Off,2018,2018,2018-11,HK,12,4,Hong Kong
Roll on Roll Off,2018,2018,2018-11,PA,6,5,Panama
Roll on Roll Off,2018,2018,2018-11,SE,4,6,Sweden
Roll on Roll Off,2018,2018,2018-11,JP,1,7,Japan
Roll on Roll Off,2018,2018,2018-11,NO,1,8,Norway
Roll on Roll Off,2018,2018,2018-12,VU,84,1,Vanuatu
Roll on Roll Off,2018,2018,2018-12,TG,37,2,Togo
Roll on Roll Off,2018,2018,2018-12,PA,30,3,Panama
Roll on Roll Off,2018,2018,2018-12,US,17,4,United States
Roll on Roll Off,2018,2018,2018-12,MT,6,5,Malta
Roll on Roll Off,2018,2018,2018-12,HK,2,6,Hong Kong
Roll on Roll Off,2018,2018,2018-12,GB,1,7,United Kingdom
Roll on Roll Off,2018,2018,2018-12,MH,1,8,Marshall Islands
Roll on Roll Off,2018,2018,2018-12,SG,1,9,Singapore
Roll on Roll Off,2019,2019,2019-01,VU,110,1,Vanuatu
Roll on Roll Off,2019,2019,2019-01,TG,49,2,Togo
Roll on Roll Off,2019,2019,2019-01,KY,33,3,Cayman Islands
Roll on Roll Off,2019,2019,2019-01,US,20,4,United States
Roll on Roll Off,2019,2019,2019-01,PA,2,5,Panama
Roll on Roll Off,2019,2019,2019-01,GB,2,6,United Kingdom
Roll on Roll Off,2019,2019,2019-01,SE,2,7,Sweden
Roll on Roll Off,2019,2019,2019-01,AE,1,8,United Arab Emirates
Roll on Roll Off,2019,2019,2019-01,MT,1,9,Malta
Roll on Roll Off,2019,2019,2019-02,GB,185,1,United Kingdom
Roll on Roll Off,2019,2019,2019-02,VU,73,2,Vanuatu
Roll on Roll Off,2019,2019,2019-02,TG,47,3,Togo
Roll on Roll Off,2019,2019,2019-02,PA,4,4,Panama
Roll on Roll Off,2019,2019,2019-03,US,235,1,United States
Roll on Roll Off,2019,2019,2019-03,VU,121,2,Vanuatu
Roll on Roll Off,2019,2019,2019-03,PA,102,3,Panama
Roll on Roll Off,2019,2019,2019-03,TG,64,4,Togo
Roll on Roll Off,2019,2019,2019-03,SE,3,5,Sweden
Roll on Roll Off,2019,2019,2019-03,JP,1,6,Japan
Roll on Roll Off,2019,2019,2019-04,VU,89,1,Vanuatu
Roll on Roll Off,2019,2019,2019-04,TG,64,2,Togo
Roll on Roll Off,2019,2019,2019-04,GB,5,3,United Kingdom
Roll on Roll Off,2019,2019,2019-04,PA,5,4,Panama
Roll on Roll Off,2019,2019,2019-04,MT,2,5,Malta
Roll on Roll Off,2019,2019,2019-04,NO,1,6,Norway
Roll on Roll Off,2019,2019,2019-05,US,169,1,United States
Roll on Roll Off,2019,2019,2019-05,TG,144,2,Togo
Roll on Roll Off,2019,2019,2019-05,VU,104,3,Vanuatu
Roll on Roll Off,2019,2019,2019-05,PA,8,4,Panama
Roll on Roll Off,2019,2019,2019-05,SE,1,5,Sweden
Roll on Roll Off,2019,2019,2019-05,JP,1,6,Japan
Roll on Roll Off,2019,2019,2019-05,GB,1,7,United Kingdom
Roll on Roll Off,2019,2019,2019-06,VU,112,1,Vanuatu
Roll on Roll Off,2019,2019,2019-06,TG,99,2,Togo
Roll on Roll Off,2019,2019,2019-06,PA,9,3,Panama
Roll on Roll Off,2019,2019,2019-06,KY,1,4,Cayman Islands
Roll on Roll Off,2019,2019,2019-07,US,238,1,United States
Roll on Roll Off,2019,2019,2019-07,TG,227,2,Togo
Roll on Roll Off,2019,2019,2019-07,IT,124,3,Italy
Roll on Roll Off,2019,2019,2019-07,VU,99,4,Vanuatu
Roll on Roll Off,2019,2019,2019-07,PA,28,5,Panama
Roll on Roll Off,2019,2019,2019-07,SE,4,6,Sweden
Roll on Roll Off,2019,2019,2019-07,GB,3,7,United Kingdom
Roll on Roll Off,2019,2019,2019-07,NO,2,8,Norway
Roll on Roll Off,2019,2019,2019-07,JP,1,9,Japan
Roll on Roll Off,2019,2019,2019-08,PA,157,1,Panama
Roll on Roll Off,2019,2019,2019-08,VU,90,2,Vanuatu
Roll on Roll Off,2019,2019,2019-08,TG,77,3,Togo
Roll on Roll Off,2019,2019,2019-08,GB,2,4,United Kingdom
Roll on Roll Off,2019,2019,2019-08,CA,2,5,Canada
Roll on Roll Off,2019,2019,2019-08,NO,1,6,Norway
Roll on Roll Off,2019,2019,2019-08,LR,1,7,Liberia
Roll on Roll Off,2019,2019,2019-09,GB,173,1,United Kingdom
Roll on Roll Off,2019,2019,2019-09,TG,122,2,Togo
Roll on Roll Off,2019,2019,2019-09,VU,62,3,Vanuatu
Roll on Roll Off,2019,2019,2019-09,DE,12,4,Germany
Roll on Roll Off,2019,2019,2019-09,PA,7,5,Panama
Roll on Roll Off,2019,2019,2019-09,IT,2,6,Italy
Roll on Roll Off,2019,2019,2019-09,BE,1,7,Belgium
Roll on Roll Off,2019,2019,2019-09,SE,1,8,Sweden
Roll on Roll Off,2019,2019,2019-09,JP,1,9,Japan
Roll on Roll Off,2019,2019,2019-09,US,1,10,United States
Roll on Roll Off,2019,2019,2019-10,TG,177,1,Togo
Roll on Roll Off,2019,2019,2019-10,VU,104,2,Vanuatu
Roll on Roll Off,2019,2019,2019-10,PA,49,3,Panama
Roll on Roll Off,2019,2019,2019-10,PT,4,4,Portugal
Roll on Roll Off,2019,2019,2019-11,TG,188,1,Togo
Roll on Roll Off,2019,2019,2019-11,NO,146,2,Norway
Roll on Roll Off,2019,2019,2019-11,PA,86,3,Panama
Roll on Roll Off,2019,2019,2019-11,VU,44,4,Vanuatu
Roll on Roll Off,2019,2019,2019-11,LR,2,5,Liberia
Roll on Roll Off,2019,2019,2019-11,DE,1,6,Germany
Roll on Roll Off,2019,2019,2019-12,VU,128,1,Vanuatu
Roll on Roll Off,2019,2019,2019-12,TG,119,2,Togo
Roll on Roll Off,2019,2019,2019-12,NO,50,3,Norway
Roll on Roll Off,2019,2019,2019-12,PA,11,4,Panama
Roll on Roll Off,2019,2019,2019-12,SG,2,5,Singapore
Roll on Roll Off,2019,2019,2019-12,DE,1,6,Germany
Roll on Roll Off,2019,2019,2019-12,HK,1,7,Hong Kong
Roll on Roll Off,2020,2020,2020-01,VU,138,1,Vanuatu
Roll on Roll Off,2020,2020,2020-01,TG,112,2,Togo
Roll on Roll Off,2020,2020,2020-01,PA,28,3,Panama
Roll on Roll Off,2020,2020,2020-01,JP,1,4,Japan
Roll on Roll Off,2020,2020,2020-01,SE,1,5,Sweden
Roll on Roll Off,2020,2020,2020-02,TG,206,1,Togo
Roll on Roll Off,2020,2020,2020-02,VU,73,2,Vanuatu
Roll on Roll Off,2020,2020,2020-02,PA,21,3,Panama
Roll on Roll Off,2020,2020,2020-02,NO,1,4,Norway
Roll on Roll Off,2020,2020,2020-03,TG,188,1,Togo
Roll on Roll Off,2020,2020,2020-03,VU,138,2,Vanuatu
Roll on Roll Off,2020,2020,2020-03,PA,16,3,Panama
Roll on Roll Off,2020,2020,2020-03,JP,7,4,Japan
Roll on Roll Off,2020,2020,2020-03,MT,3,5,Malta
Roll on Roll Off,2020,2020,2020-03,GB,1,6,United Kingdom
Roll on Roll Off,2020,2020,2020-03,NO,1,7,Norway
Roll on Roll Off,2020,2020,2020-03,LR,1,8,Liberia
Roll on Roll Off,2020,2020,2020-04,TG,140,1,Togo
Roll on Roll Off,2020,2020,2020-04,PA,96,2,Panama
Roll on Roll Off,2020,2020,2020-04,VU,47,3,Vanuatu
Roll on Roll Off,2020,2020,2020-04,JP,2,4,Japan
Roll on Roll Off,2020,2020,2020-04,LR,1,5,Liberia
Roll on Roll Off,2020,2020,2020-04,SG,1,6,Singapore
Roll on Roll Off,2020,2020,2020-05,TG,201,1,Togo
Roll on Roll Off,2020,2020,2020-05,VU,16,2,Vanuatu
Roll on Roll Off,2020,2020,2020-05,PA,11,3,Panama
Roll on Roll Off,2020,2020,2020-06,TG,223,1,Togo
Roll on Roll Off,2020,2020,2020-06,VU,87,2,Vanuatu
Roll on Roll Off,2020,2020,2020-06,NO,80,3,Norway
Roll on Roll Off,2020,2020,2020-06,PA,21,4,Panama
Roll on Roll Off,2020,2020,2020-06,LR,4,5,Liberia
Roll on Roll Off,2020,2020,2020-06,MT,2,6,Malta
Roll on Roll Off,2020,2020,2020-07,TG,171,1,Togo
Roll on Roll Off,2020,2020,2020-07,VU,58,2,Vanuatu
Roll on Roll Off,2020,2020,2020-07,PA,11,3,Panama
Roll on Roll Off,2020,2020,2020-07,GB,1,4,United Kingdom
Roll on Roll Off,2020,2020,2020-08,TG,137,1,Togo
Roll on Roll Off,2020,2020,2020-08,VU,114,2,Vanuatu
Roll on Roll Off,2020,2020,2020-08,PA,5,3,Panama
Roll on Roll Off,2020,2020,2020-08,LR,4,4,Liberia
Roll on Roll Off,2020,2020,2020-08,NO,1,5,Norway
Roll on Roll Off,2020,2020,2020-08,BS,1,6,Bahamas
Roll on Roll Off,2020,2020,2020-08,JP,1,7,Japan
Roll on Roll Off,2020,2020,2020-09,TG,156,1,Togo
Roll on Roll Off,2020,2020,2020-09,VU,62,2,Vanuatu
Roll on Roll Off,2020,2020,2020-09,SG,9,3,Singapore
Roll on Roll Off,2020,2020,2020-09,PA,7,4,Panama
Roll on Roll Off,2020,2020,2020-09,LR,4,5,Liberia
Roll on Roll Off,2020,2020,2020-09,TH,2,6,Thailand
Roll on Roll Off,2020,2020,2020-09,TW,2,7,Taiwan
Roll on Roll Off,2020,2020,2020-09,MT,2,8,Malta
Roll on Roll Off,2020,2020,2020-09,NO,1,9,Norway
